Table Name,Column Name,Data Type,PK,FK Table,FK Column,Comment
gw_support_file_448,data_col_1,varchar(255),,,,Random data column 1
gw_support_file_448,data_col_2,text,,,,Random data column 2
gw_support_file_448,portal_backup_190_id,bigint,,gw_portal_backup_190,id,Foreign Key to gw_portal_backup_190
gw_analytics_config_449,id,bigint,Y,,,Primary Key
gw_analytics_config_449,created_at,timestamp,,,,Creation Date
gw_analytics_config_449,updated_at,timestamp,,,,Modification Date
gw_analytics_config_449,status_code,varchar(50),,,,Status Code
gw_analytics_config_449,data_col_0,json,,,,Random data column 0
gw_analytics_config_449,data_col_1,text,,,,Random data column 1
gw_core_config_450,id,bigint,Y,,,Primary Key
gw_core_config_450,created_at,timestamp,,,,Creation Date
gw_core_config_450,updated_at,timestamp,,,,Modification Date
gw_core_config_450,status_code,varchar(50),,,,Status Code
gw_core_config_450,data_col_0,boolean,,,,Random data column 0
gw_core_config_450,data_col_1,int,,,,Random data column 1
gw_core_config_450,data_col_2,json,,,,Random data column 2
gw_core_config_450,data_col_3,varchar(255),,,,Random data column 3
gw_core_config_450,assets_log_267_id,bigint,,gw_assets_log_267,id,Foreign Key to gw_assets_log_267
gw_core_config_450,calendar_detail_427_id,bigint,,gw_calendar_detail_427,id,Foreign Key to gw_calendar_detail_427
gw_auth_archive_451,id,bigint,Y,,,Primary Key
gw_auth_archive_451,created_at,timestamp,,,,Creation Date
gw_auth_archive_451,updated_at,timestamp,,,,Modification Date
gw_auth_archive_451,status_code,varchar(50),,,,Status Code
gw_auth_archive_451,data_col_0,json,,,,Random data column 0
gw_auth_archive_451,data_col_1,int,,,,Random data column 1
gw_auth_archive_451,data_col_2,int,,,,Random data column 2
gw_auth_archive_451,data_col_3,json,,,,Random data column 3
gw_auth_archive_451,data_col_4,text,,,,Random data column 4
gw_hr_file_452,id,bigint,Y,,,Primary Key
gw_hr_file_452,created_at,timestamp,,,,Creation Date
gw_hr_file_452,updated_at,timestamp,,,,Modification Date
gw_hr_file_452,status_code,varchar(50),,,,Status Code
gw_hr_file_452,data_col_0,json,,,,Random data column 0
gw_hr_file_452,analytics_backup_44_id,bigint,,gw_analytics_backup_44,id,Foreign Key to gw_analytics_backup_44
gw_hr_file_452,crm_tag_228_id,bigint,,gw_crm_tag_228,id,Foreign Key to gw_crm_tag_228
gw_crm_tag_453,id,bigint,Y,,,Primary Key
gw_crm_tag_453,created_at,timestamp,,,,Creation Date
gw_crm_tag_453,updated_at,timestamp,,,,Modification Date
gw_crm_tag_453,status_code,varchar(50),,,,Status Code
gw_crm_tag_453,data_col_0,text,,,,Random data column 0
gw_crm_tag_453,data_col_1,json,,,,Random data column 1
gw_crm_tag_453,data_col_2,boolean,,,,Random data column 2
gw_crm_tag_453,data_col_3,varchar(255),,,,Random data column 3
gw_crm_tag_453,data_col_4,boolean,,,,Random data column 4
gw_mail_history_454,id,bigint,Y,,,Primary Key
gw_mail_history_454,created_at,timestamp,,,,Creation Date
gw_mail_history_454,updated_at,timestamp,,,,Modification Date
gw_mail_history_454,status_code,varchar(50),,,,Status Code
gw_mail_history_454,data_col_0,int,,,,Random data column 0
gw_mail_history_454,data_col_1,varchar(255),,,,Random data column 1
gw_mail_history_454,data_col_2,int,,,,Random data column 2
gw_mail_history_454,data_col_3,boolean,,,,Random data column 3
gw_mail_history_454,data_col_4,json,,,,Random data column 4
gw_mail_history_454,mail_temp_154_id,bigint,,gw_mail_temp_154,id,Foreign Key to gw_mail_temp_154
gw_chat_tag_455,id,bigint,Y,,,Primary Key
gw_chat_tag_455,created_at,timestamp,,,,Creation Date
gw_chat_tag_455,updated_at,timestamp,,,,Modification Date
gw_chat_tag_455,status_code,varchar(50),,,,Status Code
gw_chat_tag_455,data_col_0,json,,,,Random data column 0
gw_chat_tag_455,data_col_1,json,,,,Random data column 1
gw_chat_tag_455,data_col_2,json,,,,Random data column 2
gw_chat_tag_455,analytics_rule_14_id,bigint,,gw_analytics_rule_14,id,Foreign Key to gw_analytics_rule_14
gw_drive_event_456,id,bigint,Y,,,Primary Key
gw_drive_event_456,created_at,timestamp,,,,Creation Date
gw_drive_event_456,updated_at,timestamp,,,,Modification Date
gw_drive_event_456,status_code,varchar(50),,,,Status Code
gw_drive_event_456,data_col_0,json,,,,Random data column 0
gw_drive_event_456,data_col_1,boolean,,,,Random data column 1
gw_calendar_user_457,id,bigint,Y,,,Primary Key
gw_calendar_user_457,created_at,timestamp,,,,Creation Date
gw_calendar_user_457,updated_at,timestamp,,,,Modification Date
gw_calendar_user_457,status_code,varchar(50),,,,Status Code
gw_calendar_user_457,data_col_0,varchar(255),,,,Random data column 0
gw_tasks_history_458,id,bigint,Y,,,Primary Key
gw_tasks_history_458,created_at,timestamp,,,,Creation Date
gw_tasks_history_458,updated_at,timestamp,,,,Modification Date
gw_tasks_history_458,status_code,varchar(50),,,,Status Code
gw_tasks_history_458,data_col_0,json,,,,Random data column 0
gw_tasks_history_458,data_col_1,boolean,,,,Random data column 1
gw_tasks_history_458,data_col_2,text,,,,Random data column 2
gw_tasks_history_458,chat_master_125_id,bigint,,gw_chat_master_125,id,Foreign Key to gw_chat_master_125
gw_workflow_group_459,id,bigint,Y,,,Primary Key
gw_workflow_group_459,created_at,timestamp,,,,Creation Date
gw_workflow_group_459,updated_at,timestamp,,,,Modification Date
gw_workflow_group_459,status_code,varchar(50),,,,Status Code
gw_workflow_group_459,data_col_0,json,,,,Random data column 0
gw_workflow_group_459,data_col_1,int,,,,Random data column 1
gw_portal_master_460,id,bigint,Y,,,Primary Key
gw_portal_master_460,created_at,timestamp,,,,Creation Date
gw_portal_master_460,updated_at,timestamp,,,,Modification Date
gw_portal_master_460,status_code,varchar(50),,,,Status Code
gw_portal_master_460,data_col_0,boolean,,,,Random data column 0
gw_portal_master_460,data_col_1,text,,,,Random data column 1
gw_portal_master_460,data_col_2,boolean,,,,Random data column 2
gw_portal_master_460,support_detail_313_id,bigint,,gw_support_detail_313,id,Foreign Key to gw_support_detail_313
gw_finance_history_461,id,bigint,Y,,,Primary Key
gw_finance_history_461,created_at,timestamp,,,,Creation Date
gw_finance_history_461,updated_at,timestamp,,,,Modification Date
gw_finance_history_461,status_code,varchar(50),,,,Status Code
gw_finance_history_461,data_col_0,boolean,,,,Random data column 0
gw_finance_history_461,data_col_1,varchar(255),,,,Random data column 1
gw_finance_history_461,data_col_2,int,,,,Random data column 2
gw_finance_history_461,data_col_3,json,,,,Random data column 3
gw_assets_detail_462,id,bigint,Y,,,Primary Key
gw_assets_detail_462,created_at,timestamp,,,,Creation Date
gw_assets_detail_462,updated_at,timestamp,,,,Modification Date
gw_assets_detail_462,status_code,varchar(50),,,,Status Code
gw_assets_detail_462,data_col_0,varchar(255),,,,Random data column 0
gw_assets_detail_462,data_col_1,int,,,,Random data column 1
gw_support_temp_463,id,bigint,Y,,,Primary Key
gw_support_temp_463,created_at,timestamp,,,,Creation Date
gw_support_temp_463,updated_at,timestamp,,,,Modification Date
gw_support_temp_463,status_code,varchar(50),,,,Status Code
gw_support_temp_463,data_col_0,text,,,,Random data column 0
gw_support_temp_463,data_col_1,int,,,,Random data column 1
gw_support_temp_463,data_col_2,boolean,,,,Random data column 2
gw_support_temp_463,data_col_3,varchar(255),,,,Random data column 3
gw_support_temp_463,data_col_4,varchar(255),,,,Random data column 4
gw_analytics_status_464,id,bigint,Y,,,Primary Key
gw_analytics_status_464,created_at,timestamp,,,,Creation Date
gw_analytics_status_464,updated_at,timestamp,,,,Modification Date
gw_analytics_status_464,status_code,varchar(50),,,,Status Code
gw_analytics_status_464,data_col_0,json,,,,Random data column 0
gw_analytics_status_464,support_detail_223_id,bigint,,gw_support_detail_223,id,Foreign Key to gw_support_detail_223
gw_analytics_status_464,chat_config_440_id,bigint,,gw_chat_config_440,id,Foreign Key to gw_chat_config_440
gw_core_history_465,id,bigint,Y,,,Primary Key
gw_core_history_465,created_at,timestamp,,,,Creation Date
gw_core_history_465,updated_at,timestamp,,,,Modification Date
gw_core_history_465,status_code,varchar(50),,,,Status Code
gw_core_history_465,data_col_0,json,,,,Random data column 0
gw_core_history_465,data_col_1,text,,,,Random data column 1
gw_core_history_465,data_col_2,varchar(255),,,,Random data column 2
gw_core_history_465,data_col_3,varchar(255),,,,Random data column 3
gw_auth_archive_466,id,bigint,Y,,,Primary Key
gw_auth_archive_466,created_at,timestamp,,,,Creation Date
gw_auth_archive_466,updated_at,timestamp,,,,Modification Date
gw_auth_archive_466,status_code,varchar(50),,,,Status Code
gw_auth_archive_466,data_col_0,text,,,,Random data column 0
gw_auth_archive_466,data_col_1,int,,,,Random data column 1
gw_auth_archive_466,data_col_2,int,,,,Random data column 2
gw_auth_archive_466,data_col_3,int,,,,Random data column 3
gw_auth_archive_466,data_col_4,json,,,,Random data column 4
gw_auth_archive_466,drive_item_381_id,bigint,,gw_drive_item_381,id,Foreign Key to gw_drive_item_381
gw_auth_archive_466,analytics_user_299_id,bigint,,gw_analytics_user_299,id,Foreign Key to gw_analytics_user_299
gw_hr_file_467,id,bigint,Y,,,Primary Key
gw_hr_file_467,created_at,timestamp,,,,Creation Date
gw_hr_file_467,updated_at,timestamp,,,,Modification Date
gw_hr_file_467,status_code,varchar(50),,,,Status Code
gw_hr_file_467,data_col_0,text,,,,Random data column 0
gw_hr_file_467,data_col_1,boolean,,,,Random data column 1
gw_hr_file_467,data_col_2,varchar(255),,,,Random data column 2
gw_hr_file_467,data_col_3,boolean,,,,Random data column 3
gw_crm_log_468,id,bigint,Y,,,Primary Key
gw_crm_log_468,created_at,timestamp,,,,Creation Date
gw_crm_log_468,updated_at,timestamp,,,,Modification Date
gw_crm_log_468,status_code,varchar(50),,,,Status Code
gw_crm_log_468,data_col_0,varchar(255),,,,Random data column 0
gw_crm_log_468,data_col_1,boolean,,,,Random data column 1
gw_crm_log_468,crm_config_273_id,bigint,,gw_crm_config_273,id,Foreign Key to gw_crm_config_273
gw_crm_log_468,tasks_user_383_id,bigint,,gw_tasks_user_383,id,Foreign Key to gw_tasks_user_383
gw_mail_rule_469,id,bigint,Y,,,Primary Key
gw_mail_rule_469,created_at,timestamp,,,,Creation Date
gw_mail_rule_469,updated_at,timestamp,,,,Modification Date
gw_mail_rule_469,status_code,varchar(50),,,,Status Code
gw_mail_rule_469,data_col_0,boolean,,,,Random data column 0
gw_mail_rule_469,data_col_1,int,,,,Random data column 1
gw_mail_rule_469,data_col_2,int,,,,Random data column 2
gw_mail_rule_469,data_col_3,text,,,,Random data column 3
gw_mail_rule_469,finance_master_26_id,bigint,,gw_finance_master_26,id,Foreign Key to gw_finance_master_26
gw_mail_rule_469,mail_role_199_id,bigint,,gw_mail_role_199,id,Foreign Key to gw_mail_role_199
gw_chat_master_470,id,bigint,Y,,,Primary Key
gw_chat_master_470,created_at,timestamp,,,,Creation Date
gw_chat_master_470,updated_at,timestamp,,,,Modification Date
gw_chat_master_470,status_code,varchar(50),,,,Status Code
gw_chat_master_470,data_col_0,varchar(255),,,,Random data column 0
gw_chat_master_470,data_col_1,text,,,,Random data column 1
gw_chat_master_470,data_col_2,int,,,,Random data column 2
gw_chat_master_470,data_col_3,boolean,,,,Random data column 3
gw_chat_master_470,data_col_4,varchar(255),,,,Random data column 4
gw_chat_master_470,support_summary_13_id,bigint,,gw_support_summary_13,id,Foreign Key to gw_support_summary_13
gw_drive_master_471,id,bigint,Y,,,Primary Key
gw_drive_master_471,created_at,timestamp,,,,Creation Date
gw_drive_master_471,updated_at,timestamp,,,,Modification Date
gw_drive_master_471,status_code,varchar(50),,,,Status Code
gw_drive_master_471,data_col_0,json,,,,Random data column 0
gw_drive_master_471,data_col_1,int,,,,Random data column 1
gw_drive_master_471,data_col_2,json,,,,Random data column 2
gw_drive_master_471,data_col_3,json,,,,Random data column 3
gw_drive_master_471,calendar_detail_157_id,bigint,,gw_calendar_detail_157,id,Foreign Key to gw_calendar_detail_157
gw_calendar_log_472,id,bigint,Y,,,Primary Key
gw_calendar_log_472,created_at,timestamp,,,,Creation Date
gw_calendar_log_472,updated_at,timestamp,,,,Modification Date
gw_calendar_log_472,status_code,varchar(50),,,,Status Code
gw_calendar_log_472,data_col_0,varchar(255),,,,Random data column 0
gw_calendar_log_472,data_col_1,json,,,,Random data column 1
gw_calendar_log_472,data_col_2,boolean,,,,Random data column 2
gw_calendar_log_472,data_col_3,text,,,,Random data column 3
gw_calendar_log_472,data_col_4,int,,,,Random data column 4
gw_tasks_relation_473,id,bigint,Y,,,Primary Key
gw_tasks_relation_473,created_at,timestamp,,,,Creation Date
gw_tasks_relation_473,updated_at,timestamp,,,,Modification Date
gw_tasks_relation_473,status_code,varchar(50),,,,Status Code
gw_tasks_relation_473,data_col_0,json,,,,Random data column 0
gw_tasks_relation_473,data_col_1,varchar(255),,,,Random data column 1
gw_tasks_relation_473,data_col_2,json,,,,Random data column 2
gw_tasks_relation_473,data_col_3,json,,,,Random data column 3
gw_tasks_relation_473,data_col_4,int,,,,Random data column 4
gw_tasks_relation_473,drive_event_81_id,bigint,,gw_drive_event_81,id,Foreign Key to gw_drive_event_81
gw_workflow_rule_474,id,bigint,Y,,,Primary Key
gw_workflow_rule_474,created_at,timestamp,,,,Creation Date
gw_workflow_rule_474,updated_at,timestamp,,,,Modification Date
gw_workflow_rule_474,status_code,varchar(50),,,,Status Code
gw_workflow_rule_474,data_col_0,boolean,,,,Random data column 0
gw_workflow_rule_474,data_col_1,varchar(255),,,,Random data column 1
gw_workflow_rule_474,assets_item_327_id,bigint,,gw_assets_item_327,id,Foreign Key to gw_assets_item_327
gw_portal_record_475,id,bigint,Y,,,Primary Key
gw_portal_record_475,created_at,timestamp,,,,Creation Date
gw_portal_record_475,updated_at,timestamp,,,,Modification Date
gw_portal_record_475,status_code,varchar(50),,,,Status Code
gw_portal_record_475,data_col_0,boolean,,,,Random data column 0
gw_portal_record_475,data_col_1,text,,,,Random data column 1
gw_portal_record_475,mail_summary_64_id,bigint,,gw_mail_summary_64,id,Foreign Key to gw_mail_summary_64
gw_portal_record_475,finance_user_146_id,bigint,,gw_finance_user_146,id,Foreign Key to gw_finance_user_146
gw_finance_record_476,id,bigint,Y,,,Primary Key
gw_finance_record_476,created_at,timestamp,,,,Creation Date
gw_finance_record_476,updated_at,timestamp,,,,Modification Date
gw_finance_record_476,status_code,varchar(50),,,,Status Code
gw_finance_record_476,data_col_0,boolean,,,,Random data column 0
gw_finance_record_476,data_col_1,text,,,,Random data column 1
gw_finance_record_476,tasks_archive_428_id,bigint,,gw_tasks_archive_428,id,Foreign Key to gw_tasks_archive_428
gw_finance_record_476,support_record_148_id,bigint,,gw_support_record_148,id,Foreign Key to gw_support_record_148
gw_assets_item_477,id,bigint,Y,,,Primary Key
gw_assets_item_477,created_at,timestamp,,,,Creation Date
gw_assets_item_477,updated_at,timestamp,,,,Modification Date
gw_assets_item_477,status_code,varchar(50),,,,Status Code
gw_assets_item_477,data_col_0,json,,,,Random data column 0
gw_assets_item_477,data_col_1,varchar(255),,,,Random data column 1
gw_assets_item_477,data_col_2,text,,,,Random data column 2
gw_assets_item_477,data_col_3,varchar(255),,,,Random data column 3
gw_assets_item_477,data_col_4,int,,,,Random data column 4
gw_assets_item_477,chat_detail_215_id,bigint,,gw_chat_detail_215,id,Foreign Key to gw_chat_detail_215
gw_assets_item_477,core_summary_120_id,bigint,,gw_core_summary_120,id,Foreign Key to gw_core_summary_120
gw_support_detail_478,id,bigint,Y,,,Primary Key
gw_support_detail_478,created_at,timestamp,,,,Creation Date
gw_support_detail_478,updated_at,timestamp,,,,Modification Date
gw_support_detail_478,status_code,varchar(50),,,,Status Code
gw_support_detail_478,data_col_0,text,,,,Random data column 0
gw_support_detail_478,finance_history_71_id,bigint,,gw_finance_history_71,id,Foreign Key to gw_finance_history_71
gw_analytics_detail_479,id,bigint,Y,,,Primary Key
gw_analytics_detail_479,created_at,timestamp,,,,Creation Date
gw_analytics_detail_479,updated_at,timestamp,,,,Modification Date
gw_analytics_detail_479,status_code,varchar(50),,,,Status Code
gw_analytics_detail_479,data_col_0,varchar(255),,,,Random data column 0
gw_analytics_detail_479,data_col_1,json,,,,Random data column 1
gw_analytics_detail_479,crm_tag_453_id,bigint,,gw_crm_tag_453,id,Foreign Key to gw_crm_tag_453
gw_analytics_detail_479,finance_relation_191_id,bigint,,gw_finance_relation_191,id,Foreign Key to gw_finance_relation_191
gw_core_temp_480,id,bigint,Y,,,Primary Key
gw_core_temp_480,created_at,timestamp,,,,Creation Date
gw_core_temp_480,updated_at,timestamp,,,,Modification Date
gw_core_temp_480,status_code,varchar(50),,,,Status Code
gw_core_temp_480,data_col_0,int,,,,Random data column 0
gw_core_temp_480,data_col_1,text,,,,Random data column 1
gw_core_temp_480,data_col_2,text,,,,Random data column 2
gw_core_temp_480,data_col_3,boolean,,,,Random data column 3
gw_core_temp_480,data_col_4,json,,,,Random data column 4
gw_core_temp_480,core_group_150_id,bigint,,gw_core_group_150,id,Foreign Key to gw_core_group_150
gw_auth_archive_481,id,bigint,Y,,,Primary Key
gw_auth_archive_481,created_at,timestamp,,,,Creation Date
gw_auth_archive_481,updated_at,timestamp,,,,Modification Date
gw_auth_archive_481,status_code,varchar(50),,,,Status Code
gw_auth_archive_481,data_col_0,boolean,,,,Random data column 0
gw_auth_archive_481,data_col_1,int,,,,Random data column 1
gw_auth_archive_481,data_col_2,int,,,,Random data column 2
gw_auth_archive_481,data_col_3,json,,,,Random data column 3
gw_hr_history_482,id,bigint,Y,,,Primary Key
gw_hr_history_482,created_at,timestamp,,,,Creation Date
gw_hr_history_482,updated_at,timestamp,,,,Modification Date
gw_hr_history_482,status_code,varchar(50),,,,Status Code
gw_hr_history_482,data_col_0,boolean,,,,Random data column 0
gw_hr_history_482,data_col_1,json,,,,Random data column 1
gw_hr_history_482,data_col_2,varchar(255),,,,Random data column 2
gw_hr_history_482,data_col_3,int,,,,Random data column 3
gw_hr_history_482,data_col_4,json,,,,Random data column 4
gw_hr_history_482,auth_event_16_id,bigint,,gw_auth_event_16,id,Foreign Key to gw_auth_event_16
gw_hr_history_482,support_archive_103_id,bigint,,gw_support_archive_103,id,Foreign Key to gw_support_archive_103
gw_crm_detail_483,id,bigint,Y,,,Primary Key
gw_crm_detail_483,created_at,timestamp,,,,Creation Date
gw_crm_detail_483,updated_at,timestamp,,,,Modification Date
gw_crm_detail_483,status_code,varchar(50),,,,Status Code
gw_crm_detail_483,data_col_0,text,,,,Random data column 0
gw_crm_detail_483,data_col_1,varchar(255),,,,Random data column 1
gw_crm_detail_483,calendar_record_217_id,bigint,,gw_calendar_record_217,id,Foreign Key to gw_calendar_record_217
gw_mail_group_484,id,bigint,Y,,,Primary Key
gw_mail_group_484,created_at,timestamp,,,,Creation Date
gw_mail_group_484,updated_at,timestamp,,,,Modification Date
gw_mail_group_484,status_code,varchar(50),,,,Status Code
gw_mail_group_484,data_col_0,int,,,,Random data column 0
gw_mail_group_484,data_col_1,boolean,,,,Random data column 1
gw_mail_group_484,data_col_2,boolean,,,,Random data column 2
gw_mail_group_484,data_col_3,boolean,,,,Random data column 3
gw_chat_relation_485,id,bigint,Y,,,Primary Key
gw_chat_relation_485,created_at,timestamp,,,,Creation Date
gw_chat_relation_485,updated_at,timestamp,,,,Modification Date
gw_chat_relation_485,status_code,varchar(50),,,,Status Code
gw_chat_relation_485,data_col_0,json,,,,Random data column 0
gw_chat_relation_485,crm_relation_93_id,bigint,,gw_crm_relation_93,id,Foreign Key to gw_crm_relation_93
gw_chat_relation_485,hr_group_392_id,bigint,,gw_hr_group_392,id,Foreign Key to gw_hr_group_392
gw_drive_history_486,id,bigint,Y,,,Primary Key
gw_drive_history_486,created_at,timestamp,,,,Creation Date
gw_drive_history_486,updated_at,timestamp,,,,Modification Date
gw_drive_history_486,status_code,varchar(50),,,,Status Code
gw_drive_history_486,data_col_0,int,,,,Random data column 0
gw_drive_history_486,auth_summary_121_id,bigint,,gw_auth_summary_121,id,Foreign Key to gw_auth_summary_121
gw_calendar_master_487,id,bigint,Y,,,Primary Key
gw_calendar_master_487,created_at,timestamp,,,,Creation Date
gw_calendar_master_487,updated_at,timestamp,,,,Modification Date
gw_calendar_master_487,status_code,varchar(50),,,,Status Code
gw_calendar_master_487,data_col_0,text,,,,Random data column 0
gw_calendar_master_487,data_col_1,boolean,,,,Random data column 1
gw_calendar_master_487,data_col_2,json,,,,Random data column 2
gw_calendar_master_487,data_col_3,json,,,,Random data column 3
gw_calendar_master_487,workflow_item_24_id,bigint,,gw_workflow_item_24,id,Foreign Key to gw_workflow_item_24
gw_calendar_master_487,workflow_temp_399_id,bigint,,gw_workflow_temp_399,id,Foreign Key to gw_workflow_temp_399
gw_tasks_record_488,id,bigint,Y,,,Primary Key
gw_tasks_record_488,created_at,timestamp,,,,Creation Date
gw_tasks_record_488,updated_at,timestamp,,,,Modification Date
gw_tasks_record_488,status_code,varchar(50),,,,Status Code
gw_tasks_record_488,data_col_0,json,,,,Random data column 0
gw_tasks_record_488,data_col_1,text,,,,Random data column 1
gw_tasks_record_488,calendar_archive_82_id,bigint,,gw_calendar_archive_82,id,Foreign Key to gw_calendar_archive_82
gw_workflow_detail_489,id,bigint,Y,,,Primary Key
gw_workflow_detail_489,created_at,timestamp,,,,Creation Date
gw_workflow_detail_489,updated_at,timestamp,,,,Modification Date
gw_workflow_detail_489,status_code,varchar(50),,,,Status Code
gw_workflow_detail_489,data_col_0,boolean,,,,Random data column 0
gw_workflow_detail_489,data_col_1,text,,,,Random data column 1
gw_workflow_detail_489,data_col_2,varchar(255),,,,Random data column 2
gw_portal_record_490,id,bigint,Y,,,Primary Key
gw_portal_record_490,created_at,timestamp,,,,Creation Date
gw_portal_record_490,updated_at,timestamp,,,,Modification Date
gw_portal_record_490,status_code,varchar(50),,,,Status Code
gw_portal_record_490,data_col_0,int,,,,Random data column 0
gw_finance_tag_491,id,bigint,Y,,,Primary Key
gw_finance_tag_491,created_at,timestamp,,,,Creation Date
gw_finance_tag_491,updated_at,timestamp,,,,Modification Date
gw_finance_tag_491,status_code,varchar(50),,,,Status Code
gw_finance_tag_491,data_col_0,text,,,,Random data column 0
gw_assets_log_492,id,bigint,Y,,,Primary Key
gw_assets_log_492,created_at,timestamp,,,,Creation Date
gw_assets_log_492,updated_at,timestamp,,,,Modification Date
gw_assets_log_492,status_code,varchar(50),,,,Status Code
gw_assets_log_492,data_col_0,text,,,,Random data column 0
gw_assets_log_492,crm_temp_243_id,bigint,,gw_crm_temp_243,id,Foreign Key to gw_crm_temp_243
gw_assets_log_492,hr_file_302_id,bigint,,gw_hr_file_302,id,Foreign Key to gw_hr_file_302
gw_support_summary_493,id,bigint,Y,,,Primary Key
gw_support_summary_493,created_at,timestamp,,,,Creation Date
gw_support_summary_493,updated_at,timestamp,,,,Modification Date
gw_support_summary_493,status_code,varchar(50),,,,Status Code
gw_support_summary_493,data_col_0,json,,,,Random data column 0
gw_support_summary_493,data_col_1,boolean,,,,Random data column 1
gw_support_summary_493,data_col_2,json,,,,Random data column 2
gw_support_summary_493,data_col_3,json,,,,Random data column 3
gw_support_summary_493,core_log_225_id,bigint,,gw_core_log_225,id,Foreign Key to gw_core_log_225
gw_support_summary_493,hr_record_227_id,bigint,,gw_hr_record_227,id,Foreign Key to gw_hr_record_227
gw_analytics_history_494,id,bigint,Y,,,Primary Key
gw_analytics_history_494,created_at,timestamp,,,,Creation Date
gw_analytics_history_494,updated_at,timestamp,,,,Modification Date
gw_analytics_history_494,status_code,varchar(50),,,,Status Code
gw_analytics_history_494,data_col_0,varchar(255),,,,Random data column 0
gw_analytics_history_494,data_col_1,int,,,,Random data column 1
gw_analytics_history_494,drive_event_336_id,bigint,,gw_drive_event_336,id,Foreign Key to gw_drive_event_336
gw_analytics_history_494,core_master_315_id,bigint,,gw_core_master_315,id,Foreign Key to gw_core_master_315
gw_core_backup_495,id,bigint,Y,,,Primary Key
gw_core_backup_495,created_at,timestamp,,,,Creation Date
gw_core_backup_495,updated_at,timestamp,,,,Modification Date
gw_core_backup_495,status_code,varchar(50),,,,Status Code
gw_core_backup_495,data_col_0,json,,,,Random data column 0
gw_core_backup_495,data_col_1,text,,,,Random data column 1
gw_core_backup_495,data_col_2,varchar(255),,,,Random data column 2
gw_auth_rule_496,id,bigint,Y,,,Primary Key
gw_auth_rule_496,created_at,timestamp,,,,Creation Date
gw_auth_rule_496,updated_at,timestamp,,,,Modification Date
gw_auth_rule_496,status_code,varchar(50),,,,Status Code
gw_auth_rule_496,data_col_0,boolean,,,,Random data column 0
gw_auth_rule_496,crm_record_153_id,bigint,,gw_crm_record_153,id,Foreign Key to gw_crm_record_153
gw_auth_rule_496,mail_temp_4_id,bigint,,gw_mail_temp_4,id,Foreign Key to gw_mail_temp_4
gw_hr_user_497,id,bigint,Y,,,Primary Key
gw_hr_user_497,created_at,timestamp,,,,Creation Date
gw_hr_user_497,updated_at,timestamp,,,,Modification Date
gw_hr_user_497,status_code,varchar(50),,,,Status Code
gw_hr_user_497,data_col_0,int,,,,Random data column 0
gw_hr_user_497,data_col_1,boolean,,,,Random data column 1
gw_crm_backup_498,id,bigint,Y,,,Primary Key
gw_crm_backup_498,created_at,timestamp,,,,Creation Date
gw_crm_backup_498,updated_at,timestamp,,,,Modification Date
gw_crm_backup_498,status_code,varchar(50),,,,Status Code
gw_crm_backup_498,data_col_0,boolean,,,,Random data column 0
gw_crm_backup_498,data_col_1,int,,,,Random data column 1
gw_crm_backup_498,data_col_2,int,,,,Random data column 2
gw_crm_backup_498,data_col_3,text,,,,Random data column 3
gw_crm_backup_498,data_col_4,json,,,,Random data column 4
gw_crm_backup_498,calendar_log_142_id,bigint,,gw_calendar_log_142,id,Foreign Key to gw_calendar_log_142
gw_crm_backup_498,hr_backup_167_id,bigint,,gw_hr_backup_167,id,Foreign Key to gw_hr_backup_167
gw_mail_role_499,id,bigint,Y,,,Primary Key
gw_mail_role_499,created_at,timestamp,,,,Creation Date
gw_mail_role_499,updated_at,timestamp,,,,Modification Date
gw_mail_role_499,status_code,varchar(50),,,,Status Code
gw_mail_role_499,data_col_0,boolean,,,,Random data column 0
gw_mail_role_499,data_col_1,int,,,,Random data column 1
gw_chat_temp_500,id,bigint,Y,,,Primary Key
gw_chat_temp_500,created_at,timestamp,,,,Creation Date
gw_chat_temp_500,updated_at,timestamp,,,,Modification Date
gw_chat_temp_500,status_code,varchar(50),,,,Status Code
gw_chat_temp_500,data_col_0,boolean,,,,Random data column 0
gw_chat_temp_500,data_col_1,int,,,,Random data column 1
gw_chat_temp_500,data_col_2,int,,,,Random data column 2
gw_chat_temp_500,data_col_3,text,,,,Random data column 3
gw_chat_temp_500,data_col_4,text,,,,Random data column 4
gw_chat_temp_500,assets_rule_357_id,bigint,,gw_assets_rule_357,id,Foreign Key to gw_assets_rule_357
gw_chat_temp_500,crm_tag_393_id,bigint,,gw_crm_tag_393,id,Foreign Key to gw_crm_tag_393
gw_drive_master_501,id,bigint,Y,,,Primary Key
gw_drive_master_501,created_at,timestamp,,,,Creation Date
gw_drive_master_501,updated_at,timestamp,,,,Modification Date
gw_drive_master_501,status_code,varchar(50),,,,Status Code
gw_drive_master_501,data_col_0,int,,,,Random data column 0
gw_drive_master_501,analytics_relation_164_id,bigint,,gw_analytics_relation_164,id,Foreign Key to gw_analytics_relation_164
gw_drive_master_501,crm_role_378_id,bigint,,gw_crm_role_378,id,Foreign Key to gw_crm_role_378
gw_calendar_summary_502,id,bigint,Y,,,Primary Key
gw_calendar_summary_502,created_at,timestamp,,,,Creation Date
gw_calendar_summary_502,updated_at,timestamp,,,,Modification Date
gw_calendar_summary_502,status_code,varchar(50),,,,Status Code
gw_calendar_summary_502,data_col_0,json,,,,Random data column 0
